name,mrp,discountPercent,availableQuantity,discountedSellingPrice,weightInGms,outOfStock,quantity
Gillette Venus Close & Clean Razor ,24900,7,0,23000,58,TRUE,1
Whisper Choice Regular Sanitary Pads,9000,3,0,8700,58,TRUE,20
Stayfree Secure Dry Cover Extra Large Sanitary Pad,4200,2,0,4100,406,TRUE,7
Oxylife Natural Radiance 5 Creme Bleach - With Active Oxygen,8200,9,0,7400,27,TRUE,27
Clean & Clear Morning Energy Lemon Face Wash,14500,9,0,13100,100,TRUE,100
Bajaj Almond Drops Hair Oil,6700,10,0,6000,100,TRUE,100
Bajaj Almond Drops Hair Oil Bottle,13000,7,0,12000,200,TRUE,200
Whisper Bindazzz Night Sanitary Pads XL Plus,18500,0,0,18500,870,TRUE,15
Godrej Cinthol Lime Refreshing Deo Soap,11600,0,0,11600,400,TRUE,400
"MamyPoko Pants Standard Diapers, Extra Large (12 - 17 kg)",39900,7,0,36900,26,TRUE,26
